id_client,date_inscription,segment,ville,age
C00553,2023-04-20,Particulier,Toulouse,24.0
C00554,2020-05-30,Particulier,Paris,36.0
C00555,2021-06-20,Particulier,Nantes,29.0
C00556,2019-05-23,Particulier,Marseille,44.0
C00557,2021-10-19,Particulier,Lille,43.0
C00558,2023-08-13,Particulier,Marseille,37.0
C00559,2020-01-15,Particulier,Lille,32.0
C00560,2019-10-11,Particulier,Marseille,
C00561,2021-12-20,Particulier,lyon,35.0
C00562,2021-04-08,Professionnel,  Nantes ,42.0
C00563,2022-10-02,Professionnel,Bordeaux,51.0
C00564,2019-08-06,Particulier,  Toulouse ,47.0
C00565,2020-10-09,Particulier,Paris,41.0
C00566,2021-11-26,Particulier,TOULOUSE,43.0
C00567,2023-02-22,Particulier,Bordeaux,23.0
C00568,2023-04-15,Association,PARIS,53.0
C00569,2020-05-09,Professionnel,  Strasbourg ,44.0
C00570,2022-06-18,Particulier,Bordeaux,35.0
C00571,2021-01-02,Particulier,Strasbourg,44.0
C00572,2020-11-03,Particulier,TOULOUSE,26.0
C00573,2019-07-25,Association,Strasbourg,24.0
C00574,2024-05-10,Particulier,lyon,
C00575,2023-04-27,Professionnel,LILLE,48.0
C00576,2024-02-04,Professionnel,Paris,999.0
C00577,2023-10-28,Professionnel,Bordeaux,21.0
C00578,2020-07-12,Particulier,Lyon,34.0
C00579,2023-12-29,Association,toulouse,49.0
C00580,2019-03-04,Particulier,lyon,34.0
C00581,2021-07-13,Particulier,Lille,44.0
C00582,2020-12-11,Particulier,Bordeaux,31.0
C00583,2022-07-30,Particulier,Marseille,49.0
C00584,2020-03-03,Particulier,Marseille,50.0
C00585,2022-02-03,Particulier,strasbourg,78.0
C00586,2023-02-03,Particulier,Nantes,34.0
C00587,2020-03-28,Professionnel,Lyon,26.0
C00588,2024-06-08,Particulier,nantes,45.0
C00589,2023-07-09,Professionnel,marseille,53.0
C00590,2019-01-29,Particulier,  Marseille ,36.0
C00591,2024-03-04,Particulier,  Strasbourg ,
C00592,2019-03-07,Particulier,toulouse,40.0
C00593,2021-04-16,Particulier,Marseille,29.0
C00594,2019-06-29,Professionnel,marseille,43.0
C00595,2022-04-13,Association,Paris,39.0
C00596,2021-11-29,Association,Toulouse,43.0
C00597,2023-01-06,Association,Marseille,51.0
C00598,2023-03-14,Professionnel,  Paris ,30.0
C00599,2021-09-12,Particulier,Toulouse,44.0
C00600,2019-07-06,Particulier,PARIS,37.0
C00601,2023-01-18,Professionnel,Nantes,27.0
C00602,2019-07-15,Professionnel,Marseille,47.0
C00603,2022-08-11,Particulier,  Marseille ,47.0
C00604,2021-04-30,Particulier,  Toulouse ,43.0
C00605,2024-01-08,Particulier,Strasbourg,41.0
C00606,2021-04-15,Particulier,Paris,999.0
C00607,2023-03-14,Particulier,Marseille,46.0
C00608,2023-07-06,Association,Lille,36.0
C00609,2021-09-20,Association,Marseille,36.0
C00610,2021-11-18,Professionnel,Strasbourg,57.0
C00611,2020-09-25,Particulier,Lyon,76.0
C00612,2022-02-01,Particulier,MARSEILLE,28.0
C00613,2019-12-28,Professionnel,NANTES,42.0
C00614,2020-06-01,Particulier,MARSEILLE,27.0
C00615,2020-06-06,Association,nantes,45.0
C00616,2022-03-21,Particulier,Paris,
C00617,2022-11-26,Particulier,Nantes,48.0
C00618,2023-10-12,Particulier,Marseille,57.0
C00619,2023-12-02,Particulier,Lille,31.0
C00620,2020-09-21,Particulier,Marseille,37.0
C00621,2020-09-07,Particulier,Marseille,41.0
C00622,2022-11-11,Professionnel,LILLE,36.0
C00623,2019-07-25,Particulier,Paris,16.0
C00624,2024-03-14,Association,Toulouse,39.0
C00625,2023-08-29,Particulier,Nantes,48.0
C00626,2020-08-16,Association,Lille,41.0
C00627,2022-08-22,Particulier,paris,38.0
C00628,2022-06-07,Particulier,Marseille,33.0
C00629,2024-06-18,Professionnel,Lille,48.0
C00630,2024-04-16,Particulier,Marseille,46.0
C00631,2020-12-04,Particulier,Bordeaux,51.0
C00632,2024-05-27,Professionnel,BORDEAUX,29.0
C00633,2019-03-02,Particulier,Lille,39.0
C00634,2022-12-17,Association,Paris,31.0
C00635,2021-06-11,Professionnel,Toulouse,
C00636,2019-03-14,Particulier,paris,69.0
C00637,2023-02-10,Professionnel,Bordeaux,26.0
C00638,2020-11-09,Professionnel,strasbourg,27.0
C00639,2021-09-16,Association,Nantes,29.0
C00640,2020-08-07,Particulier,Marseille,22.0
C00641,2020-03-05,Particulier,  Strasbourg ,32.0
C00642,2022-12-27,Professionnel,PARIS,56.0
C00643,2024-05-30,Association,Paris,49.0
C00644,2021-08-30,Association,Lyon,45.0
C00645,2022-01-25,Particulier,Lille,48.0
C00646,2024-06-13,Professionnel,Bordeaux,38.0
C00647,2023-03-05,Particulier,  Paris ,48.0
C00648,2023-03-09,Professionnel,Paris,46.0
C00649,2024-03-20,Particulier,Lille,52.0
C00650,2020-06-09,Particulier,marseille,65.0
C00651,2019-09-24,Professionnel,Strasbourg,57.0
C00652,2021-01-23,Particulier,lyon,
C00653,2019-07-11,Professionnel,Toulouse,70.0
C00654,2022-02-09,Professionnel,bordeaux,55.0
C00655,2021-10-30,Professionnel,  Paris ,56.0
C00656,2019-05-13,Association,Paris,34.0
C00657,2020-08-24,Particulier,TOULOUSE,29.0
C00658,2020-04-14,Particulier,Nantes,34.0
C00659,2023-11-08,Particulier,Bordeaux,57.0
C00660,2019-10-28,Professionnel,LILLE,58.0
C00661,2019-07-16,Association,Toulouse,45.0
C00662,2020-06-10,Professionnel,Toulouse,37.0
C00663,2020-06-13,Particulier,Lille,55.0
C00664,2020-05-16,Association,toulouse,12.0
C00665,2020-02-28,Professionnel,marseille,53.0
C00666,2023-08-23,Particulier,strasbourg,40.0
C00667,2019-08-16,Particulier,Lyon,76.0
C00668,2019-03-31,Particulier,MARSEILLE,60.0
C00669,2020-11-17,Professionnel,Nantes,38.0
C00670,2022-04-05,Particulier,  Marseille ,999.0
C00671,2021-10-04,Particulier,Strasbourg,49.0
C00672,2023-05-04,Professionnel,Lyon,25.0
C00673,2020-02-12,Particulier,Toulouse,45.0
C00674,2020-10-21,Professionnel,Toulouse,28.0
C00675,2021-09-25,Particulier,Strasbourg,73.0
C00676,2019-08-03,Particulier,Marseille,29.0
C00677,2023-08-29,Association,lyon,37.0
C00678,2023-03-11,Association,Toulouse,9.0
C00679,2019-08-01,Particulier,Paris,41.0
C00680,2023-02-23,Particulier,Marseille,21.0
C00681,2021-07-25,Particulier,Toulouse,33.0
C00682,2022-03-21,Particulier,Paris,40.0
C00683,2021-01-30,Association,nantes,19.0
C00684,2021-12-14,Particulier,Nantes,35.0
C00685,2021-08-22,Particulier,Lille,48.0
C00686,2022-08-07,Professionnel,Marseille,31.0
C00687,2023-05-17,Professionnel,Nantes,29.0
C00688,2019-07-22,Particulier,Toulouse,10.0
C00689,2022-01-14,Professionnel,MARSEILLE,61.0
C00690,2020-03-19,Particulier,Lyon,58.0
C00691,2024-04-05,Professionnel,Nantes,49.0
C00692,2023-09-25,Particulier,Toulouse,61.0
C00693,2020-10-22,Particulier,nantes,55.0
C00694,2021-01-16,Association,Lyon,64.0
C00695,2024-03-04,Particulier,Strasbourg,27.0
C00696,2021-02-05,Association,Toulouse,28.0
C00697,2020-01-10,Particulier,TOULOUSE,39.0
C00698,2023-11-03,Professionnel,Strasbourg,50.0
C00699,2023-02-02,Professionnel,Bordeaux,36.0
C00700,2022-09-28,Professionnel,Nantes,34.0
C00701,2023-08-18,Particulier,Strasbourg,30.0
C00702,2021-11-30,Professionnel,Paris,33.0
C00703,2023-10-11,Particulier,NANTES,24.0
C00704,2023-08-01,Particulier,marseille,31.0
C00705,2024-06-12,Particulier,lyon,58.0
C00706,2021-01-06,Professionnel,Toulouse,35.0
C00707,2024-04-09,Association,Nantes,29.0
C00708,2022-06-16,Professionnel,Marseille,50.0
C00709,2021-11-19,Particulier,Bordeaux,29.0
C00710,2023-04-12,Particulier,LYON,0.0
C00711,2020-09-24,Professionnel,Lille,58.0
C00712,2020-05-14,Particulier,Toulouse,51.0
C00713,2021-06-07,Particulier,  Bordeaux ,31.0
C00714,2021-12-22,Particulier,Bordeaux,12.0
C00715,2020-10-13,Particulier,Lille,48.0
C00716,2020-06-08,Particulier,LYON,56.0
C00717,2022-05-15,Professionnel,Lille,45.0
C00718,2022-04-22,Particulier,NANTES,63.0
C00719,2021-07-06,Professionnel,Lille,42.0
C00720,2022-01-20,Professionnel,Nantes,48.0
C00721,2019-11-14,Professionnel,Toulouse,64.0
C00722,2019-09-02,Particulier,STRASBOURG,17.0
C00723,2020-12-10,Particulier,strasbourg,40.0
C00724,2021-06-09,Association,bordeaux,55.0
C00725,2019-06-24,Particulier,Marseille,42.0
C00726,2022-07-29,Association,  Toulouse ,29.0
C00727,2021-09-19,Particulier,Paris,49.0
C00728,2024-03-16,Particulier,Bordeaux,51.0
C00729,2022-11-12,Professionnel,LILLE,36.0
C00730,2022-05-13,Professionnel,Lille,19.0
C00731,2020-08-28,Association,Lyon,13.0
C00732,2023-03-26,Particulier,Marseille,51.0
C00733,2021-01-22,Association,Marseille,45.0
C00734,2023-10-21,Association,marseille,55.0
C00735,2023-12-07,Professionnel,Strasbourg,46.0
C00736,2020-11-16,Particulier,  Marseille ,49.0
C00737,2022-03-23,Particulier,Marseille,40.0
C00738,2021-11-07,Particulier,Nantes,57.0
C00739,2020-05-13,Professionnel,lille,53.0
C00740,2023-02-28,Association,Toulouse,53.0
C00741,2023-07-15,Association,Bordeaux,45.0
C00742,2022-08-22,Particulier,Paris,47.0
C00743,2020-04-13,Professionnel,Toulouse,30.0
C00744,2024-01-28,Particulier,Strasbourg,54.0
C00745,2023-03-06,Particulier,Lille,39.0
C00746,2021-02-27,Professionnel,Strasbourg,28.0
C00747,2021-02-20,Association,LYON,23.0
C00748,2021-07-23,Particulier,Lille,35.0
C00749,2021-09-22,Particulier,Bordeaux,40.0
C00750,2021-08-02,Professionnel,Paris,32.0
C00751,2022-08-01,Professionnel,Toulouse,43.0
C00752,2022-03-11,Professionnel,Paris,60.0
C00753,2023-01-24,Professionnel,  Marseille ,42.0
C00754,2024-03-12,Particulier,Lyon,55.0
C00755,2021-09-19,Association,lille,56.0
C00756,2019-03-06,Association,Bordeaux,33.0
C00757,2022-09-08,Professionnel,Lille,28.0
C00758,2022-11-20,Particulier,Bordeaux,
C00759,2020-12-05,Particulier,Lille,72.0
C00760,2020-05-09,Particulier,paris,57.0
C00761,2024-04-07,Particulier,Lyon,33.0
C00762,2019-01-25,Particulier,Lille,46.0
C00763,2020-05-18,Particulier,Bordeaux,36.0
C00764,2023-01-21,Association,marseille,35.0
C00765,2021-11-01,Association,TOULOUSE,32.0
C00766,2022-01-15,Particulier,  Lyon ,47.0
C00767,2023-05-18,Particulier,Marseille,61.0
C00768,2022-02-24,Association,Paris,57.0
C00769,2020-03-02,Professionnel,Paris,32.0
C00770,2020-02-17,Professionnel,Lyon,37.0
C00771,2024-03-06,Particulier,Lyon,
C00772,2019-06-11,Professionnel,Paris,59.0
C00773,2021-10-14,Professionnel,Strasbourg,42.0
C00774,2022-07-29,Professionnel,LILLE,26.0
C00775,2019-02-23,Particulier,Strasbourg,43.0
C00776,2022-09-12,Particulier,Paris,44.0
C00777,2020-08-22,Professionnel,Toulouse,50.0
C00778,2023-02-17,Professionnel,Lyon,41.0
C00779,2019-07-22,Particulier,marseille,54.0
C00780,2019-07-26,Particulier,Toulouse,18.0
C00781,2023-03-04,Professionnel,Nantes,36.0
C00782,2024-02-13,Particulier,Bordeaux,24.0
C00783,2021-07-07,Professionnel,Lille,63.0
C00784,2022-03-05,Professionnel,Paris,28.0
C00785,2023-02-15,Professionnel,Nantes,59.0
C00786,2019-05-03,Particulier,BORDEAUX,17.0
C00787,2022-07-03,Particulier,Bordeaux,54.0
C00788,2019-11-28,Particulier,Strasbourg,27.0
C00789,2021-04-16,Particulier,PARIS,19.0
C00790,2020-07-19,Professionnel,Bordeaux,49.0
C00791,2023-02-15,Particulier,Bordeaux,52.0
C00792,2024-03-26,Association,Strasbourg,52.0
C00793,2020-05-05,Particulier,Strasbourg,17.0
C00794,2020-03-19,Association,Lyon,53.0
C00795,2023-02-25,Professionnel,Lille,38.0
C00796,2020-06-24,Professionnel,LILLE,34.0
C00797,2021-01-31,Particulier,Marseille,60.0
C00798,2020-02-23,Particulier,toulouse,46.0
C00799,2019-05-31,Professionnel,Bordeaux,40.0
C00800,2021-05-12,Particulier,Marseille,39.0
C00801,2020-07-01,Association,Toulouse,55.0
C00802,2023-02-04,Particulier,Lyon,37.0
C00803,2020-03-05,Particulier,LILLE,37.0
C00804,2019-09-05,Association,Toulouse,29.0
C00805,2020-03-24,Particulier,Lille,16.0
C00806,2019-02-10,Particulier,PARIS,32.0
C00807,2019-08-27,Particulier,Lyon,34.0
C00808,2019-01-02,Particulier,BORDEAUX,51.0
C00809,2020-09-09,Particulier,Lyon,20.0
C00810,2019-02-18,Particulier,LILLE,41.0
C00811,2020-01-23,Particulier,Strasbourg,66.0
C00812,2022-05-05,Professionnel,NANTES,53.0
C00813,2021-03-18,Particulier,Strasbourg,47.0
C00814,2021-02-06,Particulier,paris,56.0
C00815,2021-08-22,Particulier,Strasbourg,55.0
C00816,2019-04-26,Particulier,Bordeaux,27.0
C00817,2023-10-11,Particulier,Strasbourg,51.0
C00818,2021-07-01,Particulier,  Paris ,58.0
C00819,2023-10-21,Particulier,Lyon,
C00820,2019-01-15,Association,Bordeaux,29.0
C00821,2019-12-05,Professionnel,Lyon,30.0
C00822,2020-12-31,Particulier,Lille,47.0
C00823,2024-01-01,Professionnel,Nantes,48.0
C00824,2021-08-01,Professionnel,TOULOUSE,16.0
C00825,2022-08-06,Particulier,Marseille,23.0
C00826,2023-06-18,Association,  Lyon ,44.0
C00827,2019-09-08,Particulier,Lyon,
C00828,2023-10-17,Association,Nantes,42.0
C00829,2021-07-26,Association,Lyon,30.0
C00830,2019-11-11,Professionnel,  Nantes ,32.0
C00831,2019-10-20,Professionnel,Paris,25.0
C00832,2022-03-30,Particulier,Nantes,51.0
C00833,2023-08-03,Particulier,Marseille,54.0
C00834,2021-07-27,Particulier,marseille,55.0
C00835,2024-02-13,Professionnel,Nantes,48.0
C00836,2022-11-21,Particulier,Nantes,11.0
C00837,2023-07-18,Particulier,NANTES,61.0
C00838,2019-05-13,Professionnel,LYON,
C00839,2024-02-07,Particulier,Lyon,32.0
C00840,2023-07-02,Particulier,Strasbourg,44.0
C00841,2019-04-10,Particulier,Marseille,
C00842,2024-05-12,Professionnel,Toulouse,31.0
C00843,2021-07-23,Particulier,Paris,59.0
C00844,2023-03-29,Professionnel,LILLE,57.0
C00845,2023-02-25,Professionnel,  Bordeaux ,39.0
C00846,2023-03-05,Particulier,  Lille ,50.0
C00847,2023-03-19,Association,NANTES,50.0
C00848,2020-04-14,Particulier,Lille,13.0
C00849,2019-08-14,Professionnel,  Lille ,42.0
C00850,2020-06-17,Association,Lille,40.0
C00851,2021-07-27,Professionnel,TOULOUSE,41.0
C00852,2020-04-05,Particulier,Lille,67.0
C00853,2023-12-28,Particulier,strasbourg,40.0
C00854,2021-01-29,Particulier,Strasbourg,45.0
C00855,2021-02-17,Professionnel,Strasbourg,
C00856,2022-07-09,Professionnel,  Marseille ,39.0
C00857,2021-09-02,Particulier,Strasbourg,44.0
C00858,2022-05-14,Association,Bordeaux,43.0
C00859,2023-08-15,Particulier,  Lille ,58.0
C00860,2021-06-02,Particulier,Toulouse,72.0
C00861,2019-05-23,Particulier,Lyon,25.0
C00862,2023-01-03,Particulier,LYON,57.0
C00863,2019-05-19,Professionnel,Lille,20.0
C00864,2023-12-19,Professionnel,Paris,54.0
C00865,2023-03-27,Particulier,marseille,71.0
C00866,2022-08-11,Particulier,Lyon,53.0
C00867,2024-02-03,Particulier,Toulouse,54.0
C00868,2024-01-13,Particulier,Toulouse,14.0
C00869,2021-02-19,Association,Toulouse,46.0
C00870,2019-06-17,Particulier,  Marseille ,33.0
C00871,2024-02-20,Association,lille,30.0
C00872,2023-03-02,Particulier,Nantes,
C00873,2022-11-21,Professionnel,nantes,47.0
C00874,2020-08-26,Professionnel,Marseille,40.0
C00875,2019-01-10,Particulier,Marseille,29.0
C00876,2022-09-08,Professionnel,  Toulouse ,47.0
C00877,2024-01-12,Particulier,Marseille,59.0
C00878,2020-01-16,Professionnel,Paris,40.0
C00879,2022-06-02,Professionnel,Lyon,35.0
C00880,2023-12-08,Professionnel,LYON,56.0
C00881,2021-10-09,Professionnel,Paris,43.0
C00882,2023-04-03,Particulier,  Paris ,46.0
C00883,2021-07-21,Association,LILLE,52.0
C00884,2022-07-02,Particulier,Lille,57.0
C00885,2020-08-15,Particulier,NANTES,18.0
C00886,2020-12-08,Professionnel,marseille,26.0
C00887,2019-04-03,Particulier,PARIS,34.0
C00888,2020-09-16,Professionnel,Lille,43.0
C00889,2019-04-20,Professionnel,Strasbourg,32.0
C00890,2019-07-12,Particulier,LYON,26.0
C00891,2020-08-17,Association,Lyon,67.0
C00892,2024-05-23,Particulier,BORDEAUX,51.0
C00893,2023-01-16,Particulier,NANTES,41.0
C00894,2024-02-18,Professionnel,Bordeaux,30.0
C00895,2019-02-22,Particulier,MARSEILLE,62.0
C00896,2023-09-25,Particulier,  Lyon ,32.0
C00897,2022-04-30,Particulier,Lyon,24.0
C00898,2022-07-19,Professionnel,Lyon,-1.0
C00899,2022-02-04,Particulier,Lille,40.0
C00900,2024-01-20,Professionnel,Marseille,49.0
C00901,2023-08-24,Particulier,STRASBOURG,32.0
C00902,2019-08-07,Association,Lyon,54.0
C00903,2024-04-25,Professionnel,Paris,38.0
C00904,2023-02-04,Particulier,TOULOUSE,44.0
C00905,2019-05-30,Particulier,  Marseille ,51.0
C00906,2023-02-28,Particulier,paris,44.0
C00907,2024-05-16,Professionnel,nantes,39.0
C00908,2021-08-25,Particulier,MARSEILLE,37.0
C00909,2021-01-02,Particulier,lille,40.0
C00910,2024-03-23,Particulier,Lille,32.0
C00911,2022-08-08,Association,Marseille,32.0
C00912,2020-08-22,Particulier,Toulouse,49.0
C00913,2020-07-17,Professionnel,Paris,51.0
C00914,2024-04-26,Professionnel,  Paris ,49.0
C00915,2022-09-11,Particulier,Bordeaux,21.0
C00916,2020-09-09,Particulier,TOULOUSE,23.0
C00917,2019-11-14,Professionnel,BORDEAUX,36.0
C00918,2020-11-08,Particulier,toulouse,42.0
C00919,2020-11-20,Association,lyon,54.0
C00920,2022-04-04,Particulier,Marseille,35.0
C00921,2022-01-15,Professionnel,Nantes,37.0
C00922,2020-10-09,Association,Lyon,47.0
C00923,2019-03-10,Particulier,PARIS,33.0
C00924,2022-07-01,Particulier,Toulouse,27.0
C00925,2019-09-23,Particulier,Nantes,
C00926,2022-03-04,Professionnel,Nantes,59.0
C00927,2021-01-10,Professionnel,Lille,17.0
C00928,2019-02-22,Particulier,  Lyon ,40.0
C00929,2023-10-08,Association,Strasbourg,49.0
C00930,2019-05-04,Particulier,Strasbourg,27.0
C00931,2019-08-21,Association,Paris,48.0
C00932,2022-05-18,Particulier,TOULOUSE,26.0
C00933,2023-10-03,Particulier,MARSEILLE,44.0
C00934,2019-01-25,Association,Marseille,30.0
C00935,2022-01-05,Professionnel,Lille,43.0
C00936,2023-08-25,Association,paris,53.0
C00937,2021-08-23,Particulier,BORDEAUX,32.0
C00938,2021-01-03,Particulier,Lille,42.0
C00939,2023-06-02,Particulier,Marseille,61.0
C00940,2023-07-02,Particulier,NANTES,40.0
C00941,2021-06-21,Professionnel,Lyon,55.0
C00942,2023-03-28,Particulier,STRASBOURG,16.0
C00943,2023-11-25,Particulier,Lille,13.0
C00944,2020-12-13,Professionnel,Marseille,50.0
C00945,2019-12-15,Professionnel,  Bordeaux ,31.0
C00946,2022-03-16,Association,  Marseille ,35.0
C00947,2022-03-18,Professionnel,Bordeaux,44.0
C00948,2021-06-01,Particulier,MARSEILLE,49.0
C00949,2019-01-25,Particulier,Strasbourg,
C00950,2019-01-21,Professionnel,Bordeaux,53.0
C00951,2019-03-08,Particulier,Strasbourg,47.0
C00952,2022-01-18,Professionnel,Nantes,35.0
C00953,2024-02-21,Association,Lyon,38.0
C00954,2019-10-04,Particulier,Strasbourg,38.0
C00955,2020-05-09,Professionnel,Nantes,51.0
C00956,2019-08-09,Particulier,Nantes,51.0
C00957,2021-11-21,Association,Nantes,48.0
C00958,2023-10-22,Professionnel,Paris,41.0
C00959,2023-10-17,Professionnel,TOULOUSE,999.0
C00960,2019-09-25,Professionnel,STRASBOURG,47.0
C00961,2022-05-19,Particulier,Bordeaux,36.0
C00962,2019-04-25,Particulier,Nantes,21.0
C00963,2020-07-01,Professionnel,Toulouse,43.0
C00964,2021-11-23,Professionnel,Marseille,46.0
C00965,2021-05-05,Professionnel,Paris,36.0
C00966,2024-05-23,Particulier,STRASBOURG,34.0
C00967,2024-06-03,Particulier,Lyon,40.0
C00968,2022-04-07,Particulier,bordeaux,
C00969,2023-10-30,Particulier,Marseille,
C00970,2022-09-20,Professionnel,Paris,21.0
C00971,2019-03-16,Professionnel,Toulouse,40.0
C00972,2019-03-12,Particulier,Paris,28.0
C00973,2020-02-02,Association,STRASBOURG,45.0
C00974,2021-06-21,Particulier,MARSEILLE,46.0
C00975,2023-01-01,Professionnel,Toulouse,20.0
C00976,2020-08-25,Particulier,Lille,30.0
C00977,2021-10-03,Particulier,Marseille,48.0
C00978,2022-01-10,Professionnel,Lille,34.0
C00979,2019-12-13,Association,Lille,31.0
C00980,2022-11-11,Particulier,Marseille,50.0
C00981,2020-02-03,Professionnel,Toulouse,62.0
C00982,2020-02-22,Professionnel,Toulouse,40.0
C00983,2024-03-28,Association,Lille,42.0
C00984,2023-06-21,Particulier,Bordeaux,42.0
C00985,2021-04-12,Association,Nantes,56.0
C00986,2019-01-02,Professionnel,Lille,28.0
C00987,2023-01-25,Particulier,Nantes,45.0
C00988,2020-07-10,Professionnel,Lille,20.0
C00989,2020-05-04,Association,Strasbourg,42.0
C00990,2022-05-03,Association,Strasbourg,42.0
C00991,2021-11-21,Professionnel,Lyon,66.0
C00992,2021-01-31,Professionnel,Bordeaux,55.0
C00993,2024-02-08,Particulier,Bordeaux,
C00994,2019-04-08,Association,Lille,50.0
C00995,2022-06-09,Professionnel,Paris,60.0
C00996,2022-03-30,Professionnel,  Nantes ,38.0
C00997,2023-01-05,Professionnel,Lyon,22.0
C00998,2020-10-22,Professionnel,Lyon,67.0
C00999,2019-11-19,Particulier,Lille,59.0
C01000,2022-01-11,Particulier,Nantes,55.0
C01001,2019-03-21,Professionnel,Marseille,48.0
C01002,2022-05-30,Particulier,Bordeaux,41.0
C01003,2019-06-01,Association,bordeaux,53.0
C01004,2023-06-13,Professionnel,Marseille,50.0
C01005,2020-03-24,Particulier,Toulouse,37.0
C01006,2020-09-06,Association,Lyon,
C01007,2019-10-08,Professionnel,  Lille ,54.0
C01008,2019-05-28,Particulier,Lyon,37.0
C01009,2022-03-25,Professionnel,Toulouse,25.0
C01010,2021-02-19,Particulier,Strasbourg,46.0
C01011,2021-06-09,Professionnel,Lille,47.0
C01012,2019-06-23,Particulier,Lille,45.0
C01013,2020-04-22,Particulier,  Paris ,40.0
C01014,2021-09-29,Association,Paris,41.0
C01015,2021-09-28,Particulier,  Lyon ,29.0
C01016,2020-03-27,Particulier,Marseille,20.0
C01017,2019-01-31,Association,Nantes,38.0
C01018,2021-01-01,Particulier,Lille,23.0
C01019,2021-10-10,Professionnel,  Lyon ,52.0
C01020,2023-07-30,Particulier,Lyon,38.0
C01021,2020-02-19,Professionnel,Nantes,32.0
C01022,2019-08-01,Professionnel,Lyon,48.0
C01023,2021-08-02,Professionnel,STRASBOURG,54.0
C01024,2020-03-09,Particulier,Paris,38.0
C01025,2022-11-28,Particulier,Toulouse,30.0
C01026,2019-04-14,Professionnel,Lille,38.0
C01027,2020-06-28,Particulier,Toulouse,50.0
C01028,2020-02-25,Association,strasbourg,50.0
C01029,2023-10-12,Particulier,marseille,40.0
C01030,2019-04-25,Particulier,Bordeaux,43.0
C01031,2020-05-07,Professionnel,  Lyon ,49.0
C01032,2020-02-27,Particulier,Marseille,45.0
C01033,2023-11-02,Particulier,Lyon,43.0
C01034,2020-11-22,Association,Paris,58.0
C01035,2024-01-25,Professionnel,  Toulouse ,36.0
C01036,2023-01-15,Particulier,Paris,17.0
C01037,2019-07-01,Particulier,LYON,72.0
C01038,2024-03-19,Professionnel,Marseille,51.0
C01039,2020-04-19,Professionnel,BORDEAUX,51.0
C01040,2023-02-12,Association,  Lyon ,33.0
C01041,2021-08-24,Particulier,Lille,42.0
C01042,2020-05-03,Particulier,Paris,31.0
C01043,2019-06-11,Particulier,Bordeaux,45.0
C01044,2021-05-28,Association,Toulouse,40.0
C01045,2024-03-30,Association,Nantes,28.0
C01046,2023-07-23,Particulier,Strasbourg,56.0
C01047,2022-03-22,Particulier,Nantes,38.0
C01048,2023-08-30,Particulier,Nantes,44.0
C01049,2023-09-07,Association,  Lille ,62.0
C01050,2023-02-22,Professionnel,Paris,21.0
C01051,2022-08-13,Professionnel,strasbourg,58.0
C01052,2020-05-25,Particulier,Lyon,52.0
C01053,2022-07-14,Particulier,nantes,45.0
C01054,2021-10-18,Particulier,Toulouse,41.0
C01055,2023-09-19,Association,  Paris ,35.0
C01056,2019-06-19,Professionnel,Toulouse,41.0
C01057,2022-06-16,Particulier,Bordeaux,42.0
C01058,2020-07-10,Particulier,marseille,15.0
C01059,2021-08-11,Particulier,STRASBOURG,27.0
C01060,2019-04-27,Particulier,Toulouse,32.0
C01061,2020-03-20,Professionnel,Toulouse,35.0
C01062,2024-04-06,Particulier,Marseille,46.0
C01063,2020-12-11,Particulier,Nantes,50.0
C01064,2023-02-25,Particulier,TOULOUSE,57.0
C01065,2020-07-13,Association,strasbourg,38.0
C01066,2024-01-30,Particulier,nantes,29.0
C01067,2022-05-26,Professionnel,strasbourg,47.0
C01068,2019-02-16,Professionnel,Paris,39.0
C01069,2021-12-24,Professionnel,Lyon,49.0
C01070,2020-06-30,Particulier,paris,29.0
C01071,2021-10-10,Particulier,PARIS,46.0
C01072,2022-08-25,Professionnel,Lille,53.0
C01073,2024-02-17,Professionnel,nantes,59.0
C01074,2019-05-04,Professionnel,Lyon,44.0
C01075,2019-06-07,Particulier,Lille,77.0
C01076,2023-03-18,Particulier,Nantes,34.0
C01077,2022-01-01,Professionnel,Nantes,34.0
C01078,2020-10-17,Professionnel,Lyon,49.0
C01079,2021-04-26,Professionnel,Strasbourg,19.0
C01080,2020-08-03,Particulier,Marseille,
C01081,2023-03-02,Professionnel,  Lille ,50.0
C01082,2022-07-09,Professionnel,Toulouse,39.0
C01083,2021-01-18,Professionnel,Nantes,17.0
C01084,2020-07-20,Professionnel,  Paris ,48.0
C01085,2023-08-20,Particulier,Lille,53.0
C01086,2023-05-28,Particulier,Lille,35.0
C01087,2019-02-01,Particulier,LILLE,48.0
C01088,2020-11-18,Particulier,Paris,46.0
C01089,2019-01-11,Particulier,Strasbourg,45.0
C01090,2021-01-11,Association,LYON,64.0
C01091,2022-03-09,Association,Lyon,41.0
C01092,2024-03-20,Particulier,Lyon,61.0
C01093,2021-11-12,Association,Paris,21.0
C01094,2024-05-02,Particulier,Marseille,27.0
C01095,2023-07-19,Association,  Paris ,36.0
C01096,2022-08-19,Particulier,Toulouse,53.0
C01097,2024-03-14,Professionnel,  Bordeaux ,43.0
C01098,2019-09-24,Professionnel,toulouse,37.0
C01099,2023-02-25,Professionnel,Lyon,55.0
C01100,2023-06-14,Particulier,Paris,61.0
C01101,2019-11-12,Professionnel,Strasbourg,57.0
C01102,2021-02-11,Professionnel,  Marseille ,37.0
C01103,2024-01-16,Professionnel,Lille,44.0
