horodatage,id_capteur,temperature_c,humidite_pct,pm25
2024-06-09 10:00:00,CAP-A,24.01,72.2,10.0
2024-06-09 11:00:00,CAP-A,21.46,62.1,40.5
2024-06-09 12:00:00,CAP-A,,47.6,5.4
2024-06-09 13:00:00,CAP-A,21.67,61.3,18.4
2024-06-09 14:00:00,CAP-A,22.66,55.3,4.6
2024-06-09 15:00:00,CAP-A,22.28,85.5,2.5
2024-06-09 16:00:00,CAP-A,19.42,60.1,10.3
2024-06-09 17:00:00,CAP-A,20.41,71.8,13.8
2024-06-09 18:00:00,CAP-A,21.5,55.0,3.0
2024-06-09 19:00:00,CAP-A,18.41,64.0,9.4
2024-06-09 20:00:00,CAP-A,15.76,69.3,12.2
2024-06-09 21:00:00,CAP-A,18.68,49.2,0.8
2024-06-09 22:00:00,CAP-A,16.56,65.1,24.2
2024-06-09 23:00:00,CAP-A,16.45,65.9,3.7
2024-06-10 00:00:00,CAP-A,16.75,66.3,2.4
2024-06-10 01:00:00,CAP-A,17.02,40.8,9.5
2024-06-10 02:00:00,CAP-A,16.85,59.6,7.0
2024-06-10 03:00:00,CAP-A,17.38,50.1,9.7
2024-06-10 04:00:00,CAP-A,17.92,49.3,9.1
2024-06-10 05:00:00,CAP-A,20.27,65.5,34.8
2024-06-10 06:00:00,CAP-A,20.66,51.0,29.6
2024-06-10 07:00:00,CAP-A,20.96,68.0,9.4
2024-06-10 08:00:00,CAP-A,21.85,67.9,14.8
2024-06-10 09:00:00,CAP-A,25.13,63.5,36.5
2024-06-10 10:00:00,CAP-A,24.21,67.1,7.3
2024-06-10 11:00:00,CAP-A,23.67,79.0,13.3
2024-06-10 12:00:00,CAP-A,25.17,62.4,10.9
2024-06-10 13:00:00,CAP-A,22.05,67.0,7.3
2024-06-10 14:00:00,CAP-A,24.87,54.5,12.0
2024-06-10 15:00:00,CAP-A,25.11,56.3,25.2
2024-06-10 16:00:00,CAP-A,22.16,53.0,1.8
2024-06-10 17:00:00,CAP-A,23.17,53.7,23.8
2024-06-10 18:00:00,CAP-A,21.19,70.9,10.7
2024-06-10 19:00:00,CAP-A,18.92,54.3,1.9
2024-06-10 20:00:00,CAP-A,16.35,76.0,13.3
2024-06-10 21:00:00,CAP-A,16.99,51.4,11.1
2024-06-10 21:00:00,CAP-A,16.99,51.4,11.1
2024-06-10 22:00:00,CAP-A,17.13,46.5,9.0
2024-06-10 23:00:00,CAP-A,16.89,61.2,11.4
2024-06-11 00:00:00,CAP-A,16.16,53.7,14.8
2024-06-11 01:00:00,CAP-A,15.8,62.8,5.2
2024-06-11 02:00:00,CAP-A,15.59,41.7,29.5
2024-06-11 03:00:00,CAP-A,17.35,51.5,18.3
2024-06-11 04:00:00,CAP-A,20.34,48.6,4.0
2024-06-11 05:00:00,CAP-A,18.45,50.1,14.5
2024-06-11 06:00:00,CAP-A,21.91,46.4,15.3
2024-06-11 07:00:00,CAP-A,22.29,60.4,8.3
2024-06-11 08:00:00,CAP-A,18.98,56.8,9.9
2024-06-11 09:00:00,CAP-A,23.14,55.8,22.1
2024-06-11 10:00:00,CAP-A,21.61,53.9,6.4
2024-06-11 11:00:00,CAP-A,22.48,68.2,14.1
2024-06-11 12:00:00,CAP-A,23.88,55.8,12.5
2024-06-11 13:00:00,CAP-A,25.43,-999.0,7.5
2024-06-11 14:00:00,CAP-A,20.52,67.7,14.5
2024-06-11 15:00:00,CAP-A,19.08,69.3,29.4
2024-06-11 16:00:00,CAP-A,23.57,61.6,14.6
2024-06-11 17:00:00,CAP-A,25.12,60.1,8.3
2024-06-11 18:00:00,CAP-A,22.01,56.3,18.5
2024-06-11 19:00:00,CAP-A,20.8,67.5,16.9
2024-06-11 20:00:00,CAP-A,16.19,-999.0,29.0
2024-06-11 21:00:00,CAP-A,17.38,70.8,14.5
2024-06-11 22:00:00,CAP-A,20.16,55.4,5.8
2024-06-11 23:00:00,CAP-A,14.73,53.4,12.5
2024-06-12 00:00:00,CAP-A,18.57,53.5,15.4
2024-06-12 01:00:00,CAP-A,17.28,64.3,5.0
2024-06-12 02:00:00,CAP-A,15.73,33.3,2.1
2024-06-12 03:00:00,CAP-A,17.71,55.9,12.4
2024-06-12 04:00:00,CAP-A,17.88,58.3,20.8
2024-06-12 05:00:00,CAP-A,19.17,64.5,15.8
2024-06-12 06:00:00,CAP-A,18.61,47.3,4.6
2024-06-12 07:00:00,CAP-A,21.79,56.5,8.7
2024-06-12 08:00:00,CAP-A,23.65,32.5,25.0
2024-06-12 09:00:00,CAP-A,22.19,64.4,19.0
2024-06-12 10:00:00,CAP-A,23.26,66.2,5.2
2024-06-12 11:00:00,CAP-A,25.19,64.5,11.0
2024-06-12 12:00:00,CAP-A,23.16,59.7,29.9
2024-06-12 13:00:00,CAP-A,23.53,70.1,5.7
2024-06-12 14:00:00,CAP-A,,54.8,22.0
2024-06-12 15:00:00,CAP-A,23.57,78.4,7.4
2024-06-12 16:00:00,CAP-A,21.23,59.0,25.3
2024-06-12 17:00:00,CAP-A,21.1,62.8,6.4
2024-06-12 18:00:00,CAP-A,21.68,70.5,26.4
2024-06-12 19:00:00,CAP-A,19.7,75.6,23.4
2024-06-12 20:00:00,CAP-A,18.59,47.3,16.9
2024-06-12 21:00:00,CAP-A,17.9,56.2,7.8
2024-06-12 22:00:00,CAP-A,15.62,66.6,36.0
2024-06-12 23:00:00,CAP-A,15.39,67.6,1.6
2024-06-13 00:00:00,CAP-A,14.88,58.1,3.5
2024-06-13 01:00:00,CAP-A,16.84,66.6,4.7
2024-06-13 02:00:00,CAP-A,16.61,-999.0,12.4
2024-06-13 03:00:00,CAP-A,16.42,52.9,25.6
2024-06-13 04:00:00,CAP-A,20.58,59.2,10.5
2024-06-13 05:00:00,CAP-A,18.28,57.0,15.4
2024-06-13 06:00:00,CAP-A,18.86,46.7,30.0
2024-06-13 07:00:00,CAP-A,21.34,40.2,4.0
2024-06-13 08:00:00,CAP-A,20.01,52.9,10.6
2024-06-13 09:00:00,CAP-A,24.02,59.3,7.8
2024-06-13 10:00:00,CAP-A,23.02,72.0,19.9
2024-06-13 11:00:00,CAP-A,23.95,79.9,5.7
2024-06-13 12:00:00,CAP-A,24.2,61.2,12.5
2024-06-13 13:00:00,CAP-A,24.1,41.6,9.4
2024-06-13 14:00:00,CAP-A,23.78,68.2,10.3
2024-06-13 15:00:00,CAP-A,24.47,-999.0,11.7
2024-06-13 16:00:00,CAP-A,21.59,53.7,4.3
2024-06-13 17:00:00,CAP-A,21.95,55.4,5.0
2024-06-13 18:00:00,CAP-A,20.67,69.9,3.8
2024-06-13 19:00:00,CAP-A,21.13,66.2,6.1
2024-06-13 20:00:00,CAP-A,17.84,72.9,18.5
2024-06-13 21:00:00,CAP-A,18.99,56.0,8.0
2024-06-13 22:00:00,CAP-A,14.99,53.3,2.8
2024-06-13 23:00:00,CAP-A,20.67,67.2,8.8
2024-06-14 00:00:00,CAP-A,15.82,51.8,24.6
2024-06-14 01:00:00,CAP-A,16.45,57.7,12.5
2024-06-14 02:00:00,CAP-A,17.17,49.3,11.4
2024-06-14 03:00:00,CAP-A,18.26,61.2,23.2
2024-06-14 04:00:00,CAP-A,19.05,73.3,15.2
2024-06-14 05:00:00,CAP-A,19.51,57.8,6.5
2024-06-14 06:00:00,CAP-A,19.9,75.0,9.8
2024-06-14 07:00:00,CAP-A,19.74,77.1,22.0
2024-06-14 08:00:00,CAP-A,21.31,54.1,4.9
2024-06-14 09:00:00,CAP-A,,62.8,9.8
2024-06-14 10:00:00,CAP-A,23.46,58.8,12.9
2024-06-14 11:00:00,CAP-A,25.3,69.2,16.4
2024-06-14 12:00:00,CAP-A,26.54,39.7,18.9
2024-06-14 13:00:00,CAP-A,26.52,57.5,5.3
2024-06-14 14:00:00,CAP-A,21.75,60.9,14.6
2024-06-14 15:00:00,CAP-A,23.72,64.7,13.1
2024-06-14 16:00:00,CAP-A,20.8,57.6,18.4
2024-06-14 17:00:00,CAP-A,17.54,62.2,24.6
2024-06-14 18:00:00,CAP-A,19.96,54.8,7.0
2024-06-14 19:00:00,CAP-A,22.45,66.3,7.9
2024-06-14 20:00:00,CAP-A,18.24,58.2,7.2
2024-06-14 21:00:00,CAP-A,16.76,47.8,19.1
2024-06-14 22:00:00,CAP-A,16.18,69.2,20.9
2024-06-14 23:00:00,CAP-A,,61.9,1.7
2024-06-15 00:00:00,CAP-A,14.79,50.1,23.4
2024-06-15 01:00:00,CAP-A,17.94,71.1,17.6
2024-06-15 02:00:00,CAP-A,14.62,66.9,8.3
2024-06-15 03:00:00,CAP-A,17.62,52.2,3.7
2024-06-15 04:00:00,CAP-A,19.19,49.5,1.2
2024-06-15 05:00:00,CAP-A,20.11,62.3,3.0
2024-06-15 06:00:00,CAP-A,19.31,61.2,8.9
2024-06-15 07:00:00,CAP-A,22.22,64.8,2.6
2024-06-15 08:00:00,CAP-A,20.59,-999.0,11.0
2024-06-15 09:00:00,CAP-A,23.66,62.7,5.6
2024-06-15 10:00:00,CAP-A,22.04,55.2,11.0
2024-06-15 11:00:00,CAP-A,25.21,64.2,33.4
2024-06-15 12:00:00,CAP-A,24.59,69.2,12.2
2024-06-15 13:00:00,CAP-A,23.56,54.3,20.9
2024-06-15 14:00:00,CAP-A,23.8,58.2,8.4
2024-06-15 15:00:00,CAP-A,22.26,62.7,5.3
2024-06-15 16:00:00,CAP-A,22.79,68.8,2.8
2024-06-15 17:00:00,CAP-A,18.65,53.8,20.7
2024-06-15 18:00:00,CAP-A,19.08,60.6,10.3
2024-06-15 19:00:00,CAP-A,19.81,60.0,22.1
2024-06-15 20:00:00,CAP-A,17.49,41.4,48.2
2024-06-15 21:00:00,CAP-A,16.93,42.8,18.7
2024-06-15 22:00:00,CAP-A,17.1,56.7,13.9
2024-06-15 23:00:00,CAP-A,19.1,58.2,17.4
2024-06-16 00:00:00,CAP-A,15.79,55.7,22.3
2024-06-16 01:00:00,CAP-A,14.12,66.7,8.8
2024-06-16 02:00:00,CAP-A,14.12,66.8,22.4
2024-06-16 03:00:00,CAP-A,16.9,62.8,11.3
2024-06-16 04:00:00,CAP-A,17.97,62.6,23.1
2024-06-16 05:00:00,CAP-A,17.61,58.4,9.2
2024-06-16 06:00:00,CAP-A,21.49,47.2,3.0
2024-06-16 07:00:00,CAP-A,22.22,72.3,4.1
2024-06-16 08:00:00,CAP-A,20.25,54.7,21.8
2024-06-16 09:00:00,CAP-A,22.19,53.6,9.7
2024-06-16 10:00:00,CAP-A,23.93,60.9,5.8
2024-06-16 11:00:00,CAP-A,22.12,44.9,22.4
2024-06-16 12:00:00,CAP-A,25.55,59.3,16.2
2024-06-16 13:00:00,CAP-A,22.21,59.5,7.8
2024-06-16 14:00:00,CAP-A,23.83,50.5,5.3
2024-06-16 15:00:00,CAP-A,21.54,58.1,19.2
2024-06-16 16:00:00,CAP-A,22.57,60.2,8.1
2024-06-16 17:00:00,CAP-A,21.86,52.9,13.5
2024-06-16 18:00:00,CAP-A,20.64,66.5,13.8
2024-06-16 19:00:00,CAP-A,20.16,75.0,26.4
2024-06-16 20:00:00,CAP-A,17.4,61.3,4.9
2024-06-16 21:00:00,CAP-A,19.83,73.7,7.8
2024-06-16 22:00:00,CAP-A,15.83,63.8,27.7
2024-06-16 23:00:00,CAP-A,16.94,57.9,10.2
2024-06-17 00:00:00,CAP-A,14.06,66.1,6.8
2024-06-17 01:00:00,CAP-A,17.56,67.7,14.9
2024-06-17 02:00:00,CAP-A,17.67,52.2,15.5
2024-06-17 03:00:00,CAP-A,16.88,54.7,7.2
2024-06-17 04:00:00,CAP-A,18.71,54.1,2.9
2024-06-17 05:00:00,CAP-A,19.29,60.3,7.6
2024-06-17 06:00:00,CAP-A,,71.5,3.6
2024-06-17 07:00:00,CAP-A,21.57,47.1,31.8
2024-06-17 08:00:00,CAP-A,21.75,71.7,18.1
2024-06-17 09:00:00,CAP-A,22.36,68.4,5.3
2024-06-17 10:00:00,CAP-A,24.17,67.4,20.1
2024-06-17 11:00:00,CAP-A,21.95,55.4,27.2
2024-06-17 12:00:00,CAP-A,,55.5,15.8
2024-06-17 13:00:00,CAP-A,24.62,48.2,9.5
2024-06-17 14:00:00,CAP-A,21.81,79.8,2.7
2024-06-17 15:00:00,CAP-A,24.77,55.4,5.0
2024-06-17 16:00:00,CAP-A,24.9,59.4,8.8
2024-06-17 17:00:00,CAP-A,,71.4,7.9
2024-06-17 18:00:00,CAP-A,20.01,52.8,13.5
2024-06-17 19:00:00,CAP-A,17.97,68.7,21.9
2024-06-17 20:00:00,CAP-A,17.78,51.8,15.2
2024-06-17 21:00:00,CAP-A,19.35,44.4,7.4
2024-06-17 22:00:00,CAP-A,,49.3,16.8
2024-06-17 23:00:00,CAP-A,15.71,47.1,18.2
2024-06-18 00:00:00,CAP-A,15.85,77.3,32.2
2024-06-18 01:00:00,CAP-A,,55.7,26.9
2024-06-18 02:00:00,CAP-A,18.0,67.6,13.9
2024-06-18 03:00:00,CAP-A,20.8,58.6,4.8
2024-06-18 04:00:00,CAP-A,18.03,64.9,37.9
2024-06-18 05:00:00,CAP-A,21.45,41.6,19.3
2024-06-18 06:00:00,CAP-A,20.96,71.1,25.1
2024-06-18 07:00:00,CAP-A,22.91,62.0,9.6
2024-06-18 08:00:00,CAP-A,20.65,34.1,18.9
2024-06-18 09:00:00,CAP-A,25.67,57.7,2.1
2024-06-18 10:00:00,CAP-A,25.14,52.5,16.3
2024-06-18 11:00:00,CAP-A,25.34,42.0,32.8
2024-06-18 12:00:00,CAP-A,23.43,66.5,11.2
2024-06-18 13:00:00,CAP-A,23.75,54.0,17.2
2024-06-18 14:00:00,CAP-A,24.32,57.5,39.2
2024-06-18 15:00:00,CAP-A,23.61,48.5,7.2
2024-06-18 16:00:00,CAP-A,23.77,42.8,2.0
2024-06-18 17:00:00,CAP-A,23.5,69.8,18.6
2024-06-18 18:00:00,CAP-A,21.36,55.3,1.1
2024-06-18 19:00:00,CAP-A,20.31,-999.0,21.5
2024-06-18 20:00:00,CAP-A,17.16,55.8,3.6
2024-06-18 21:00:00,CAP-A,18.97,53.8,19.1
2024-06-18 22:00:00,CAP-A,16.56,43.1,20.7
2024-06-18 23:00:00,CAP-A,14.9,61.6,10.7
2024-06-19 00:00:00,CAP-A,15.21,41.0,27.7
2024-06-19 01:00:00,CAP-A,16.46,55.6,2.1
2024-06-19 02:00:00,CAP-A,19.26,56.1,11.2
2024-06-19 03:00:00,CAP-A,15.05,65.2,13.1
2024-06-19 04:00:00,CAP-A,17.81,69.2,3.6
2024-06-19 05:00:00,CAP-A,20.93,61.8,13.8
2024-06-19 06:00:00,CAP-A,21.24,71.8,16.8
2024-06-19 07:00:00,CAP-A,19.81,48.9,9.6
2024-06-19 08:00:00,CAP-A,21.87,62.5,10.1
2024-06-19 09:00:00,CAP-A,24.81,46.5,21.4
2024-06-19 10:00:00,CAP-A,24.73,71.8,12.2
2024-06-19 11:00:00,CAP-A,25.47,68.2,43.6
2024-06-19 12:00:00,CAP-A,24.64,69.7,8.2
2024-06-19 13:00:00,CAP-A,24.71,58.4,4.8
2024-06-19 14:00:00,CAP-A,27.69,64.1,20.9
2024-06-19 15:00:00,CAP-A,22.05,58.8,4.2
2024-06-19 16:00:00,CAP-A,24.65,94.6,3.6
2024-06-19 17:00:00,CAP-A,19.62,59.6,1.9
2024-06-19 18:00:00,CAP-A,19.26,59.3,25.4
2024-06-19 19:00:00,CAP-A,17.4,59.8,6.4
2024-06-19 20:00:00,CAP-A,20.57,64.8,30.2
2024-06-19 21:00:00,CAP-A,17.2,57.5,46.7
2024-06-19 22:00:00,CAP-A,15.86,68.9,10.8
2024-06-19 23:00:00,CAP-A,16.05,59.5,31.0
2024-06-20 00:00:00,CAP-A,14.15,83.8,45.0
2024-06-20 01:00:00,CAP-A,17.42,75.3,15.8
2024-06-20 02:00:00,CAP-A,15.51,71.5,6.7
2024-06-20 03:00:00,CAP-A,17.66,60.8,38.8
2024-06-20 04:00:00,CAP-A,18.7,60.4,10.7
2024-06-20 05:00:00,CAP-A,16.47,63.1,8.8
2024-06-20 06:00:00,CAP-A,21.09,55.0,8.6
2024-06-20 07:00:00,CAP-A,20.76,63.8,13.7
2024-06-20 08:00:00,CAP-A,21.02,66.9,3.3
2024-06-20 09:00:00,CAP-A,22.77,66.8,9.7
2024-06-20 10:00:00,CAP-A,24.89,57.9,48.5
2024-06-20 11:00:00,CAP-A,23.97,66.4,5.8
2024-06-20 12:00:00,CAP-A,25.18,75.4,6.1
2024-06-20 13:00:00,CAP-A,26.06,57.4,2.5
2024-06-20 14:00:00,CAP-A,24.57,61.6,13.7
2024-06-20 15:00:00,CAP-A,23.2,-999.0,12.1
2024-06-20 16:00:00,CAP-A,22.44,59.2,5.4
2024-06-20 17:00:00,CAP-A,23.51,63.8,3.2
2024-06-20 18:00:00,CAP-A,21.47,60.3,5.1
2024-06-20 19:00:00,CAP-A,20.27,67.4,7.4
2024-06-20 20:00:00,CAP-A,19.58,67.5,4.6
2024-06-20 21:00:00,CAP-A,16.71,59.6,3.0
2024-06-20 22:00:00,CAP-A,18.02,76.5,5.9
2024-06-20 23:00:00,CAP-A,17.63,61.2,10.1
2024-06-21 00:00:00,CAP-A,13.28,41.8,19.4
2024-06-21 01:00:00,CAP-A,15.02,44.1,5.6
2024-06-21 02:00:00,CAP-A,18.01,42.0,6.0
2024-06-21 03:00:00,CAP-A,18.85,56.3,4.7
2024-06-21 04:00:00,CAP-A,16.91,59.7,23.8
2024-06-21 05:00:00,CAP-A,17.91,56.7,28.6
2024-06-21 06:00:00,CAP-A,18.62,63.7,8.2
2024-06-21 07:00:00,CAP-A,23.68,74.7,2.7
2024-06-21 08:00:00,CAP-A,25.73,67.1,2.2
2024-06-21 09:00:00,CAP-A,23.0,44.7,10.8
2024-06-21 10:00:00,CAP-A,24.39,63.5,4.3
2024-06-21 11:00:00,CAP-A,23.46,55.5,25.5
2024-06-21 12:00:00,CAP-A,24.76,48.8,5.8
2024-06-21 13:00:00,CAP-A,24.73,50.8,3.2
2024-06-21 14:00:00,CAP-A,26.1,52.1,17.5
2024-06-21 15:00:00,CAP-A,22.74,60.1,8.2
2024-06-21 16:00:00,CAP-A,20.46,48.9,14.4
2024-06-21 17:00:00,CAP-A,20.7,62.6,20.7
2024-06-21 18:00:00,CAP-A,20.88,54.6,7.4
2024-06-21 19:00:00,CAP-A,19.19,67.3,10.8
2024-06-21 20:00:00,CAP-A,17.14,62.7,9.3
2024-06-21 21:00:00,CAP-A,17.46,50.7,18.3
2024-06-21 22:00:00,CAP-A,17.15,61.6,1.7
2024-06-21 23:00:00,CAP-A,17.95,59.1,18.6
2024-06-22 00:00:00,CAP-A,17.67,59.6,3.7
2024-06-22 01:00:00,CAP-A,16.11,49.9,29.0
2024-06-22 02:00:00,CAP-A,15.75,50.7,7.1
2024-06-22 03:00:00,CAP-A,14.63,56.8,25.3
2024-06-22 04:00:00,CAP-A,16.62,45.2,32.6
2024-06-22 05:00:00,CAP-A,20.07,74.8,11.9
2024-06-22 05:00:00,CAP-A,20.07,74.8,11.9
2024-06-22 06:00:00,CAP-A,22.78,62.8,17.9
2024-06-22 07:00:00,CAP-A,21.25,55.0,9.4
2024-06-22 08:00:00,CAP-A,22.35,57.2,10.1
2024-06-22 09:00:00,CAP-A,20.83,54.3,19.6
2024-06-22 10:00:00,CAP-A,23.8,52.8,1.2
2024-06-22 11:00:00,CAP-A,24.42,70.7,5.0
2024-06-22 12:00:00,CAP-A,24.74,60.3,19.7
2024-06-22 13:00:00,CAP-A,28.15,45.1,10.8
2024-06-22 14:00:00,CAP-A,25.05,57.5,7.2
2024-06-22 15:00:00,CAP-A,24.29,61.7,14.1
2024-06-22 16:00:00,CAP-A,22.18,37.8,12.5
2024-06-22 17:00:00,CAP-A,19.56,56.6,4.4
2024-06-22 18:00:00,CAP-A,21.35,63.6,17.2
2024-06-22 19:00:00,CAP-A,19.49,59.7,15.4
2024-06-22 20:00:00,CAP-A,18.29,70.7,15.5
2024-06-22 21:00:00,CAP-A,15.88,53.3,8.3
2024-06-22 22:00:00,CAP-A,19.53,39.1,7.8
2024-06-22 23:00:00,CAP-A,13.94,69.0,13.2
2024-06-23 00:00:00,CAP-A,18.77,57.2,18.6
2024-06-23 01:00:00,CAP-A,16.19,49.5,5.6
2024-06-23 02:00:00,CAP-A,17.49,58.0,7.6
2024-06-23 03:00:00,CAP-A,18.26,54.5,14.2
2024-06-23 04:00:00,CAP-A,18.24,58.4,18.6
2024-06-23 05:00:00,CAP-A,20.76,69.8,3.9
2024-06-23 06:00:00,CAP-A,21.31,55.1,11.4
2024-06-23 07:00:00,CAP-A,23.31,50.5,5.6
2024-06-23 08:00:00,CAP-A,26.05,82.9,6.7
2024-06-23 09:00:00,CAP-A,24.14,65.4,27.2
2024-06-23 10:00:00,CAP-A,21.96,57.3,17.8
2024-06-23 11:00:00,CAP-A,25.71,61.6,3.2
2024-06-23 12:00:00,CAP-A,25.14,60.8,7.5
2024-06-23 13:00:00,CAP-A,26.26,68.1,10.0
2024-06-23 14:00:00,CAP-A,25.37,53.8,3.5
2024-06-23 15:00:00,CAP-A,22.91,73.6,17.0
2024-06-23 16:00:00,CAP-A,21.91,57.7,29.5
2024-06-23 17:00:00,CAP-A,23.6,59.7,9.2
2024-06-23 18:00:00,CAP-A,20.46,51.8,25.0
2024-06-23 19:00:00,CAP-A,21.23,67.5,15.2
2024-06-23 20:00:00,CAP-A,19.53,50.5,9.4
2024-06-23 21:00:00,CAP-A,16.34,65.2,17.5
2024-06-23 22:00:00,CAP-A,16.49,65.1,8.0
2024-06-23 23:00:00,CAP-A,17.46,68.6,22.7
2024-06-23 23:00:00,CAP-A,17.46,68.6,22.7
2024-06-24 00:00:00,CAP-A,16.96,55.5,9.1
2024-06-24 01:00:00,CAP-A,16.96,53.8,5.6
2024-06-24 02:00:00,CAP-A,17.64,52.8,7.9
2024-06-24 03:00:00,CAP-A,16.64,49.4,18.2
2024-06-24 04:00:00,CAP-A,17.47,64.8,30.8
2024-06-24 05:00:00,CAP-A,21.11,61.9,7.1
2024-06-24 06:00:00,CAP-A,19.74,58.1,20.5
2024-06-24 07:00:00,CAP-A,21.3,58.4,19.5
2024-06-24 08:00:00,CAP-A,22.78,60.7,27.7
2024-06-24 09:00:00,CAP-A,21.95,51.7,4.0
2024-06-24 10:00:00,CAP-A,,26.0,17.2
2024-06-24 11:00:00,CAP-A,25.44,64.3,8.8
2024-06-24 12:00:00,CAP-A,25.95,45.9,7.5
2024-06-24 13:00:00,CAP-A,24.08,49.7,6.7
2024-06-24 14:00:00,CAP-A,25.48,56.5,9.5
2024-06-24 15:00:00,CAP-A,22.12,62.2,25.3
2024-06-24 16:00:00,CAP-A,23.23,61.2,12.3
2024-06-24 17:00:00,CAP-A,22.08,67.1,34.0
2024-06-24 18:00:00,CAP-A,20.16,58.5,14.5
2024-06-24 19:00:00,CAP-A,21.68,57.4,9.4
2024-06-24 19:00:00,CAP-A,21.68,57.4,9.4
2024-06-24 20:00:00,CAP-A,15.89,55.0,7.9
2024-06-24 21:00:00,CAP-A,19.92,53.9,23.9
2024-06-24 22:00:00,CAP-A,17.33,53.1,4.8
2024-06-24 23:00:00,CAP-A,16.94,66.7,7.3
2024-06-25 00:00:00,CAP-A,15.62,48.5,12.9
2024-06-25 01:00:00,CAP-A,17.84,51.5,10.9
2024-06-25 02:00:00,CAP-A,16.26,61.3,2.1
2024-06-25 03:00:00,CAP-A,16.82,61.3,27.7
2024-06-25 04:00:00,CAP-A,19.5,55.6,10.9
2024-06-25 05:00:00,CAP-A,17.88,50.5,7.1
2024-06-25 06:00:00,CAP-A,22.11,57.1,19.3
2024-06-25 07:00:00,CAP-A,19.42,54.1,6.7
2024-06-25 08:00:00,CAP-A,22.17,55.7,28.4
2024-06-25 09:00:00,CAP-A,24.21,75.9,1.1
2024-06-25 10:00:00,CAP-A,22.9,55.2,10.3
2024-06-25 11:00:00,CAP-A,22.96,60.9,17.8
2024-06-25 12:00:00,CAP-A,22.43,43.5,14.4
2024-06-25 13:00:00,CAP-A,25.19,78.3,18.2
2024-06-25 13:00:00,CAP-A,25.19,78.3,18.2
2024-06-25 14:00:00,CAP-A,,51.3,7.0
2024-06-25 15:00:00,CAP-A,22.43,55.9,6.4
2024-06-25 16:00:00,CAP-A,23.29,67.3,13.9
2024-06-25 17:00:00,CAP-A,21.51,55.4,1.5
2024-06-25 18:00:00,CAP-A,22.65,54.2,29.7
2024-06-25 19:00:00,CAP-A,18.61,41.5,13.0
2024-06-25 20:00:00,CAP-A,17.65,64.7,7.6
2024-06-25 21:00:00,CAP-A,,70.8,4.3
2024-06-25 22:00:00,CAP-A,15.91,57.9,2.8
2024-06-25 23:00:00,CAP-A,16.52,66.6,11.1
2024-06-26 00:00:00,CAP-A,14.76,73.0,2.0
2024-06-26 01:00:00,CAP-A,17.76,61.8,13.3
2024-06-26 02:00:00,CAP-A,18.97,63.1,14.3
2024-06-26 03:00:00,CAP-A,16.25,69.4,3.8
2024-06-26 04:00:00,CAP-A,17.43,59.7,8.0
2024-06-26 05:00:00,CAP-A,19.43,53.7,16.8
2024-06-26 06:00:00,CAP-A,22.08,43.5,4.0
2024-06-26 07:00:00,CAP-A,22.78,52.3,9.4
2024-06-26 08:00:00,CAP-A,22.78,64.4,40.3
2024-06-26 09:00:00,CAP-A,25.6,53.6,4.4
2024-06-26 10:00:00,CAP-A,24.65,69.6,10.9
2024-06-26 11:00:00,CAP-A,25.49,59.8,10.8
2024-06-26 12:00:00,CAP-A,22.44,68.1,25.2
2024-06-26 13:00:00,CAP-A,25.58,-999.0,7.0
2024-06-26 14:00:00,CAP-A,21.84,53.1,20.2
2024-06-26 15:00:00,CAP-A,24.1,59.0,5.2
2024-06-26 16:00:00,CAP-A,25.25,52.5,31.3
2024-06-26 17:00:00,CAP-A,21.63,56.3,10.0
2024-06-26 18:00:00,CAP-A,18.75,54.5,21.6
2024-06-26 19:00:00,CAP-A,21.34,51.3,8.2
2024-06-26 20:00:00,CAP-A,19.39,68.1,14.4
2024-06-26 21:00:00,CAP-A,16.51,62.6,57.8
2024-06-26 22:00:00,CAP-A,18.97,61.3,15.1
2024-06-26 23:00:00,CAP-A,16.91,48.2,3.2
2024-06-27 00:00:00,CAP-A,16.98,70.5,13.7
2024-06-27 01:00:00,CAP-A,19.49,65.2,2.4
2024-06-27 01:00:00,CAP-A,19.49,65.2,2.4
2024-06-27 02:00:00,CAP-A,17.28,51.9,9.2
2024-06-27 03:00:00,CAP-A,17.16,67.3,5.8
2024-06-27 04:00:00,CAP-A,20.51,60.9,6.8
2024-06-27 05:00:00,CAP-A,22.81,67.1,9.2
2024-06-27 06:00:00,CAP-A,18.45,46.2,8.0
2024-06-27 07:00:00,CAP-A,23.34,52.4,10.5
2024-06-27 08:00:00,CAP-A,22.93,63.5,16.9
2024-06-27 09:00:00,CAP-A,21.14,51.4,11.5
2024-06-27 10:00:00,CAP-A,25.83,68.2,4.0
2024-06-27 11:00:00,CAP-A,22.28,57.9,20.5
2024-06-27 12:00:00,CAP-A,25.69,71.8,34.8
2024-06-27 13:00:00,CAP-A,26.31,69.0,8.4
2024-06-27 14:00:00,CAP-A,,52.6,10.0
2024-06-27 15:00:00,CAP-A,23.36,64.6,18.0
2024-06-27 16:00:00,CAP-A,22.14,58.5,6.6
2024-06-27 17:00:00,CAP-A,22.73,61.5,2.3
2024-06-27 18:00:00,CAP-A,20.69,58.3,1.7
2024-06-27 19:00:00,CAP-A,18.37,70.6,13.9
2024-06-27 20:00:00,CAP-A,19.34,62.7,14.7
2024-06-27 21:00:00,CAP-A,18.86,69.1,5.0
2024-06-27 22:00:00,CAP-A,18.12,53.1,21.7
