id_commande,date_commande,id_client,id_produit,id_magasin,quantite,prix_unitaire,remise_pct,canal,statut,ville_livraison
CMD0017276,01 Oct 2023,C00234,P0022,M06,1,466.48,,boutique,annule,Strasbourg
CMD0015360,2024/10/13 09:26,C00003,P0017,M04,2,626.72,10.0,web,livre,toulouse
CMD0005863,2024/03/18 17:06,C01878,P0006,M99,1,1231.07,10.0,boutique,livre,Lyon
CMD0005465,2024/01/28 08:26,C02400,P0032,M01,3,"1142,17 EUR",10.0,boutique,livre,Strasbourg
CMD0011332,2023/04/08 20:08,C02923,P0007,M05,1,"989,56 EUR",20.0,telephone,livre,paris
CMD0011240,2023-09-01,C00292,P0024,M01,1,979.17,0.0,TELEPHONE,livre,Paris
CMD0014227,2024/10/23 18:56,C02519,P0001,M01,2,"904,22 EUR",15.0,boutique,retourne,Bordeaux
CMD0016658,28/03/2023,C00668,P0039,M04,2,290.97,15.0,web,livre,Toulouse
CMD0009680,17 Mar 2023,C00353,P0034,M03,3,485.13,0.0,  boutique ,annule,Strasbourg
CMD0014474,2023/03/26 14:26,C00495,P0032,M01,2,1237.3,20.0,web,annule,lyon
CMD0015455,25/09/2023,C01126,P0018,M05,3,91.25,10.0,web,livre,Nantes
CMD0001197,2024/01/22 09:57,C02601,P0014,M02,3,1033.54,10.0,boutique,annule,  Toulouse 
CMD0004744,2023-11-22,C02537,P0039,M99,3,304.93,5.0,telephone,livre,Lille
CMD0007473,10 Mar 2024,C02772,P0037,M04,3,180.46,5.0,boutique,retourne,Paris
CMD0016697,11-01-2024,C00350,P0026,M06,1,235.86,10.0,web,livre,Toulouse
CMD0005205,2023/05/13 10:40,C00287,P0019,M03,3,906.54,0.0,boutique,livre,Paris
CMD0011197,16 Apr 2024,C00159,P0001,M07,2,885.5,0.0,web,livre,Paris
CMD0003026,2023-10-27,C02667,P0024,M06,3,1009.18,10.0,web,livre,MARSEILLE
CMD0000154,03 Nov 2024,C01482,P0011,M02,3,"433,45 EUR",5.0,web,livre,Marseille
CMD0015184,2024/07/02 08:44,C02006,P0008,M03,2,976.77,5.0,web,livre,Toulouse
CMD0001591,2023-12-09,C00155,P0029,M08,3,216.47,5.0,web,livre,  Toulouse 
CMD0003316,12-07-2023,C00440,P0026,M05,2,266.26,0.0,web,livre,strasbourg
CMD0001323,2024/04/05 09:57,C00531,P0002,M03,1,578.83,,  web ,livre,Lille
CMD0013431,2023-05-06,C00919,P0026,M01,1,265.34,15.0,boutique,livre,Paris
CMD0002699,2023/07/08 14:01,C02599,P0005,M04,2,136.52,20.0,boutique,livre,STRASBOURG
CMD0001742,2023/09/27 19:42,C01827,P0013,M05,1,"845,52 EUR",5.0,boutique,annule,  Marseille 
CMD0009775,2023/10/29 17:47,C02888,P0037,M01,1,168.72,,TELEPHONE,livre,Marseille
CMD0010429,26/12/2023,C00816,P0026,M02,3,261.54,10.0,web,livre,Bordeaux
CMD0007122,2024-04-23,C02397,P0016,M99,3,"274,18 EUR",5.0,web,livre,Marseille
CMD0011754,07/12/2023,C00406,P0035,M08,1,612.35,0.0,WEB,retourne,Toulouse
CMD0000596,2024/06/06 15:58,C00277,P0007,M01,3,"900,41 EUR",20.0,  web ,retourne,Lille
CMD0007587,2024-01-02,C00976,P0027,M08,2,540.87,0.0,boutique,livre,BORDEAUX
CMD0017441,24 Mar 2023,C02762,P0026,M07,3,256.62,5.0,  boutique ,livre,Strasbourg
CMD0008778,26 Jun 2023,C01821,P0017,M01,3,667.3,0.0,  web ,retourne,Paris
CMD0015021,14/07/2024,C02880,P0019,M06,2,912.83,0.0,boutique,annule,Paris
CMD0004129,18-12-2023,C02904,P0008,M06,2,898.85,0.0,web,livre,Strasbourg
CMD0008516,2023-06-12,C02455,P0024,M06,2,981.99,5.0,WEB,annule,Bordeaux
CMD0017879,,C02892,P0033,M06,1,433.53,,  web ,livre,Lyon
CMD0012696,21-11-2024,C00202,P0027,M01,4,603.57,0.0,TELEPHONE,retourne,Nantes
CMD0011361,29-06-2024,C00460,P0021,M01,2,852.23,0.0,telephone,livre,PARIS
CMD0010928,2023-02-03,C02197,P0030,M06,3,769.36,20.0,web,annule,Nantes
CMD0011501,15 Jul 2024,C01024,P0006,M03,2,1183.43,0.0,web,livre,Strasbourg
CMD0013536,11 Mar 2023,C00082,P0027,M02,3,527.0,15.0,boutique,livre,Lyon
CMD0000702,2024/09/06 10:10,C02656,P0032,M08,2,1117.54,15.0,web,livre,Lille
CMD0001045,2023-09-26,C02129,P0022,M99,2,416.24,20.0,web,livre,Toulouse
CMD0013601,31/01/2024,C00998,P0014,M04,1,1025.11,,web,retourne,Bordeaux
CMD0008570,2024-12-17,C01734,P0006,M04,2,1262.19,20.0,web,annule,Nantes
CMD0009718,2024-10-21,C01395,P0024,M03,3,1136.0,15.0,web,livre,Lyon
CMD0017928,2023/03/30 14:43,C02692,P0009,M03,619,162.78,15.0,  telephone ,livre,Lyon
CMD0015667,2023/03/23 10:47,C00235,P0003,M99,3,989.6,5.0,boutique,livre,Lille
CMD0006328,13 Dec 2024,C01860,P0011,M08,1,459.37,0.0,  web ,livre,Bordeaux
CMD0003627,10/04/2023,C00085,P0033,M04,2,367.92,10.0,  telephone ,livre,Bordeaux
CMD0011866,01/08/2023,C00097,P0017,M01,1,637.8,0.0,web,livre,Toulouse
CMD0017348,07-09-2023,C01147,P0024,M99,1,1079.92,20.0,boutique,livre,Marseille
CMD0010584,22-03-2023,C01213,P0038,M08,2,570.54,15.0,boutique,livre,Nantes
CMD0017627,13/04/2023,C00292,P0037,M03,1,174.15,0.0,boutique,livre,Strasbourg
CMD0011265,12-07-2024,C02550,P0030,M07,1,761.03,0.0,boutique,livre,Bordeaux
CMD0012470,2023/05/16 19:45,C01882,P0033,M99,2,434.18,15.0,WEB,livre,  Lyon 
CMD0013951,2023/12/22 15:36,C01626,P0035,M04,3,591.35,,boutique,livre,MARSEILLE
CMD0013858,24 May 2023,C01068,P0012,M02,2,"1006,39 EUR",0.0,boutique,livre,Nantes
CMD0017579,13 Mar 2024,C01510,P0034,M05,1,453.63,0.0,BOUTIQUE,livre,Lyon
CMD0016415,19-02-2024,C00646,P0007,M05,3,830.76,10.0,web,livre,Nantes
CMD0001492,05 Mar 2023,C02153,P0012,M01,1,1208.43,0.0,boutique,livre,NANTES
CMD0008169,04-01-2023,C02494,P0015,M02,1,561.75,,  web ,livre,Strasbourg
CMD0009682,05 Jun 2023,C02568,P0024,M07,1,1041.85,10.0,web,livre,Lyon
CMD0006141,09 May 2024,C01769,P0037,M99,2,167.9,5.0,telephone,retourne,Lyon
CMD0004774,02-01-2023,C00867,P0018,M99,3,98.23,10.0,web,livre,Lille
CMD0015559,23-02-2024,C01151,P0019,M03,1,1082.32,15.0,web,retourne,LILLE
CMD0000482,04-11-2024,C00184,P0006,M08,2,1161.25,,TELEPHONE,annule,Lyon
CMD0002034,13-08-2024,C00847,P0003,M99,2,939.55,20.0,web,livre,Bordeaux
CMD0000551,16 Jul 2024,C00347,P0023,M99,1,103.68,0.0,WEB,livre,BORDEAUX
CMD0007313,03/04/2024,C01834,P0018,M03,1,"85,75 EUR",0.0,web,annule,Nantes
CMD0004240,14 Oct 2023,C00911,P0023,M03,2,"95,24 EUR",0.0,boutique,livre,LYON
CMD0008586,2023-06-06,C01322,P0015,M08,2,507.52,20.0,WEB,livre,  Toulouse 
CMD0009131,2024/03/22 09:52,990034,P0031,M02,2,905.51,20.0,web,livre,Toulouse
CMD0008177,2023-01-05,C00698,P0036,M02,2,221.98,0.0,telephone,livre,Strasbourg
CMD0014520,2023-03-02,C01669,P0007,M01,3,888.57,0.0,TELEPHONE,livre,Marseille
CMD0015438,2024-01-04,C01231,P0028,M03,1,73.38,5.0,web,livre,Bordeaux
CMD0003775,01-01-2024,C02183,P0013,M01,3,741.39,0.0,WEB,livre,Paris
CMD0000658,2023/11/20 14:19,C00425,P0032,M07,4,1121.75,5.0,boutique,livre,Bordeaux
CMD0007444,14 Feb 2024,C01650,P0025,M08,3,966.89,5.0,boutique,annule,Toulouse
CMD0016744,2024-10-01,C02533,P0026,M01,2,260.83,15.0,web,livre,Lyon
CMD0008315,2023/12/18 16:15,C02376,P0035,M08,2,546.32,10.0,web,livre,Marseille
CMD0015945,2023/06/29 15:05,C00490,P0036,M02,3,237.87,20.0,  boutique ,livre,LYON
CMD0003017,10/09/2023,C02001,P0037,M08,3,158.22,15.0,boutique,livre,  Nantes 
CMD0010084,25 May 2024,C00359,P0001,M04,3,"910,87 EUR",0.0,boutique,livre,Toulouse
CMD0001723,2023-06-26,C01421,P0022,M02,3,460.29,0.0,WEB,livre,Strasbourg
CMD0014891,2024-01-14,C01394,P0001,M06,1,914.21,,boutique,retourne,Lyon
CMD0015413,23/03/2024,990035,P0029,M06,1,194.59,,  web ,livre,Strasbourg
CMD0009834,2024/01/27 14:16,C02852,P0009,M02,655,154.77,0.0,  web ,retourne,PARIS
CMD0013724,08 Dec 2023,C01232,P0023,M01,5,89.34,10.0,web,livre,Bordeaux
CMD0001292,2024-07-18,C02518,P0020,M03,2,792.01,15.0,web,livre,Bordeaux
CMD0000424,28/03/2024,C00519,P0031,M08,3,865.54,0.0,boutique,annule,Lille
CMD0001622,2023/09/20 08:15,C00938,P0039,M99,2,276.54,,web,livre,Bordeaux
CMD0017472,26/11/2024,C01898,P0007,M07,2,934.19,0.0,telephone,retourne,TOULOUSE
CMD0004851,2024-08-31,C01673,P0013,M99,3,730.78,5.0,WEB,livre,Toulouse
CMD0004253,30 Dec 2024,C02868,P0037,M01,3,179.84,0.0,web,livre,Bordeaux
CMD0010184,25 Feb 2023,C00131,P0039,M99,1,291.54,20.0,web,annule,Paris
CMD0001586,07 May 2024,990002,P0037,M01,2,168.59,,WEB,livre,lyon
CMD0016900,09/12/2023,C02149,P0018,M05,1,87.26,,boutique,livre,Bordeaux
CMD0008505,06/07/2024,990047,P0022,M02,2,"441,35 EUR",10.0,boutique,livre,Lille
CMD0000714,27-07-2024,C01843,P0031,M06,2,911.4,15.0,web,livre,MARSEILLE
CMD0001600,2023-06-09,C01609,P0007,M03,2,857.91,,boutique,livre,Toulouse
CMD0013948,2024/10/23 17:00,C01058,P0027,M08,1,523.18,5.0,WEB,retourne,  Marseille 
CMD0004889,2024-11-05,C01254,P0021,M01,2,858.38,0.0,web,livre,Lyon
CMD0014693,09 Apr 2024,C02177,P0017,M06,2,617.01,10.0,boutique,annule,Strasbourg
CMD0013082,26/02/2024,C01476,P0001,M02,1,878.69,0.0,web,livre,Lille
CMD0005351,2023-11-23,C01647,P0013,M04,2,832.42,0.0,web,retourne,Toulouse
CMD0011448,2024/12/26 16:59,C00909,P0034,M05,1,452.4,5.0,boutique,livre,Nantes
CMD0006649,28 Oct 2023,C02924,P0026,M01,2,258.32,0.0,boutique,livre,  Toulouse 
CMD0006053,2024-09-16,C01904,P0032,M05,3,"1051,82 EUR",0.0,  web ,retourne,Paris
CMD0009562,16 Mar 2024,C00106,P0023,M04,1,90.41,15.0,boutique,livre,Lyon
CMD0007193,04/04/2024,C01885,P0006,M99,1,1231.58,5.0,boutique,annule,MARSEILLE
CMD0009670,2024-07-12,C01623,P0033,M04,1,"422,30 EUR",0.0,boutique,annule,Lille
CMD0001165,2023-05-19,C01500,P0032,M05,2,1123.08,,web,livre,Lille
CMD0006489,2023/12/13 19:00,C01501,P0035,M99,1,516.87,15.0,web,livre,Toulouse
CMD0017711,05/06/2023,990022,P0011,M01,2,441.52,5.0,web,livre,paris
CMD0002356,08/07/2023,C02919,P0013,M99,2,834.76,20.0,WEB,annule,bordeaux
CMD0005201,18/07/2023,C01391,P0029,M06,1,198.02,0.0,  telephone ,retourne,Lyon
CMD0010825,2024-10-03,C02679,P0017,M99,1,662.25,0.0,WEB,livre,Toulouse
CMD0004272,2023-05-06,C02174,P0008,M04,2,989.38,0.0,  web ,livre,STRASBOURG
CMD0008330,19/11/2024,C00696,P0037,M06,1,"166,98 EUR",20.0,web,livre,Toulouse
CMD0010971,2023/07/02 09:35,990029,P0039,M06,1,273.95,10.0,web,livre,Toulouse
CMD0000032,13/10/2024,C02314,P0024,M99,2,994.14,,telephone,livre,Nantes
CMD0009740,10/11/2024,C02669,P0002,M07,2,"545,72 EUR",0.0,WEB,livre,Lille
CMD0007397,08-07-2024,C00513,P0014,M08,3,"979,27 EUR",0.0,WEB,retourne,Paris
CMD0009952,,C01596,P0017,M02,1,651.18,5.0,web,retourne,Toulouse
CMD0012688,26-08-2024,C00993,P0009,M06,2,174.95,0.0,web,retourne,Paris
CMD0004231,2024/11/02 10:56,C02792,P0001,M02,5,"948,21 EUR",5.0,telephone,annule,lyon
CMD0011256,2023-09-02,C00420,P0016,M99,3,266.2,0.0,telephone,retourne,Strasbourg
CMD0007180,2024/07/08 12:12,C02135,P0012,M07,3,1091.06,20.0,TELEPHONE,livre,LYON
CMD0005153,19/02/2024,C02585,P0031,M06,3,817.98,0.0,boutique,livre,Bordeaux
CMD0015583,2023/07/02 17:50,C00857,P0012,M06,2,1102.34,0.0,web,livre,Toulouse
CMD0017084,2023/09/06 08:23,C01324,P0039,M06,2,"259,17 EUR",0.0,boutique,retourne,bordeaux
CMD0007583,12/03/2023,C01996,P0017,M01,2,621.63,15.0,web,livre,NANTES
CMD0012953,21 Jun 2024,C02642,P0031,M01,1,940.66,0.0,  boutique ,livre,Nantes
CMD0004773,2023-05-28,C02040,P0030,M05,3,852.03,10.0,boutique,annule,LILLE
CMD0013462,14 Oct 2024,C00337,P0035,M02,2,526.69,5.0,boutique,livre,BORDEAUX
CMD0011687,30-08-2024,C00741,P0032,M99,2,1222.07,0.0,web,livre,Bordeaux
CMD0011619,18-05-2024,C00801,P0036,M07,2,233.1,0.0,web,livre,Lille
CMD0009650,2024/09/17 09:12,C00283,P0028,M99,3,73.59,,  telephone ,livre,  Nantes 
CMD0007576,2023/11/09 20:00,C01404,P0002,M08,1,535.25,5.0,web,livre,Paris
CMD0008543,30/12/2024,C02947,P0017,M04,3,706.19,5.0,  web ,retourne,Paris
CMD0015503,2023-10-19,C01185,P0007,M08,1,887.93,0.0,boutique,retourne,Lille
CMD0003301,04 Mar 2024,C02805,P0033,M03,3,431.27,15.0,web,retourne,Nantes
CMD0014561,2024/02/14 20:43,C02974,P0022,M99,2,434.31,20.0,boutique,livre,Lille
CMD0015294,24 Jan 2024,C01266,P0027,M01,1,537.16,15.0,boutique,livre,lyon
CMD0008284,01 Oct 2023,C01849,P9999,M07,2,967.26,5.0,boutique,livre,Bordeaux
CMD0004925,2024/04/21 16:19,C02127,P0030,M07,1,797.13,0.0,boutique,livre,Marseille
CMD0016034,11/06/2023,C02526,P0038,M02,3,571.07,0.0,  web ,annule,nantes
CMD0013005,2024-01-30,C00213,P0024,M01,3,1082.2,,boutique,livre,Marseille
CMD0011005,28-07-2023,C02187,P0019,M01,3,903.06,15.0,TELEPHONE,livre,LYON
CMD0010460,25 Jun 2024,C01873,P0011,M06,1,456.17,5.0,web,livre,toulouse
CMD0006559,06 Sep 2024,C02633,P0009,M01,1,166.95,20.0,  boutique ,livre,  Marseille 
CMD0000193,11-07-2024,C00620,P0002,M05,3,499.71,0.0,boutique,livre,Strasbourg
CMD0003907,13/04/2024,C02517,P0025,M04,3,871.65,0.0,boutique,annule,TOULOUSE
CMD0009767,2024-11-17,C01270,P0017,M02,5,713.41,5.0,boutique,retourne,Nantes
CMD0006597,2024-05-20,C02618,P0037,M99,3,178.26,0.0,web,livre,Bordeaux
CMD0007126,11 Jan 2024,C00532,P0037,M05,2,180.8,10.0,boutique,annule,  Bordeaux 
CMD0007404,11-11-2024,C00444,P0001,M07,6,849.61,,web,livre,Strasbourg
CMD0016659,2024-06-04,990057,P0009,M99,2,167.84,5.0,web,livre,lyon
CMD0015227,2024/02/06 12:29,C01924,P0013,M01,2,831.44,5.0,boutique,livre,  Toulouse 
CMD0005230,2023/08/09 16:57,C01460,P0018,M07,1,86.01,,boutique,livre,bordeaux
CMD0006737,26 Nov 2024,C01982,P0007,M07,1,"865,97 EUR",0.0,web,livre,lille
CMD0006392,09/06/2023,C02147,P0028,M04,2,65.53,10.0,web,livre,Lille
CMD0000302,2023/03/28 20:22,C02249,P0036,M02,2,"242,15 EUR",0.0,web,annule,Marseille
CMD0004200,2024/06/04 13:35,C00266,P0001,M06,3,847.58,0.0,  boutique ,livre,Paris
CMD0008842,2024-08-05,C02755,P0031,M03,2,923.81,10.0,BOUTIQUE,annule,Paris
CMD0008532,08 May 2024,C01692,P0021,M06,2,946.83,0.0,  web ,livre,  Toulouse 
CMD0010724,2023-08-30,C01240,P0030,M01,2,866.95,5.0,web,retourne,STRASBOURG
CMD0008229,18 Oct 2023,C00131,P0029,M07,1,188.73,20.0,web,annule,strasbourg
CMD0011576,2023/02/23 09:52,C02698,P0021,M01,1,"956,30 EUR",0.0,  web ,retourne,Bordeaux
CMD0016951,2023/12/09 12:42,C01680,P0014,M05,3,1061.88,5.0,web,livre,bordeaux
CMD0005953,08/11/2023,C02664,P0020,M02,3,833.92,0.0,web,livre,Strasbourg
CMD0006433,2024-10-19,C00686,P9999,M07,2,949.12,15.0,web,livre,Lyon
CMD0015165,2023-03-01,C00475,P0038,M06,1,538.24,15.0,boutique,livre,Lyon
CMD0001590,18 May 2023,C02412,P0012,M04,2,1162.23,10.0,BOUTIQUE,livre,BORDEAUX
CMD0011081,2023-03-18,C00839,P0035,M05,1,603.38,10.0,WEB,annule,Paris
CMD0009997,18 May 2024,C01405,P0029,M03,1,"181,42 EUR",0.0,  telephone ,livre,Marseille
CMD0015672,15/02/2023,C00788,P0011,M07,1,478.02,5.0,  web ,livre,Lyon
CMD0006152,2023/06/12 14:39,C02610,P0031,M08,1,909.22,,web,livre,toulouse
CMD0014763,2023/01/05 09:49,C00729,P0026,M05,3,261.1,,boutique,retourne,NANTES
CMD0014374,15 May 2024,C01584,P0026,M06,2,245.76,10.0,boutique,livre,nantes
CMD0005480,2024-11-18,C02112,P0014,M01,4,913.07,5.0,telephone,livre,Nantes
CMD0016728,2024/07/13 11:58,C00764,P0027,M06,2,521.36,,web,livre,lille
CMD0011615,04/08/2023,C01983,P0009,M03,2,170.18,10.0,boutique,livre,Marseille
CMD0012088,16/10/2023,C01898,P0007,M03,1,1006.14,15.0,WEB,livre,Bordeaux
CMD0005162,03-04-2023,C02214,P0021,M99,3,"860,95 EUR",15.0,web,livre,  Nantes 
CMD0000913,06 Dec 2024,C01235,P0033,M05,2,380.09,5.0,web,retourne,Lyon
CMD0010206,28-05-2024,C00798,P0016,M01,1,300.44,,web,livre,Lyon
CMD0017548,2024-07-10,C00559,P0004,M03,1,851.57,5.0,boutique,annule,Strasbourg
CMD0000698,2024/01/21 13:19,C01809,P0035,M05,3,"550,82 EUR",,web,livre,Lyon
CMD0006718,26-09-2023,C01385,P0010,M01,1,547.55,0.0,web,annule,Strasbourg
CMD0012645,16-01-2023,C00879,P0011,M04,2,482.03,10.0,boutique,retourne,Paris
CMD0010586,22/09/2023,C02538,P0019,M05,2,947.36,10.0,web,livre,Lille
CMD0003027,2024/07/01 11:44,C02448,P0029,M04,3,192.58,5.0,web,annule,Strasbourg
CMD0013136,2023-02-21,C01074,P0027,M07,3,"551,23 EUR",20.0,web,retourne,Marseille
CMD0015464,16/01/2024,C00363,P0033,M04,3,390.88,,web,livre,Lille
CMD0016128,07-03-2023,C01725,P0033,M06,1,434.25,,telephone,retourne,Marseille
CMD0005285,01/11/2023,C02973,P0022,M99,2,478.48,,telephone,livre,Paris
CMD0017270,11 May 2023,C02812,P0029,M99,1,206.02,0.0,telephone,livre,Strasbourg
CMD0003701,19 May 2023,C02381,P0013,M05,3,777.28,20.0,boutique,livre,Nantes
CMD0007075,2024-05-24,C00463,P0030,M07,1,763.95,0.0,web,livre,Nantes
CMD0005731,03-12-2024,C01603,P0022,M04,3,438.36,20.0,telephone,livre,marseille
CMD0003329,2024-08-14,C00721,P0003,M06,3,"1075,45 EUR",0.0,telephone,livre,Strasbourg
CMD0012544,2023/07/28 18:23,C00986,P0016,M04,2,302.2,15.0,web,livre,Lille
CMD0003377,2024/07/10 20:05,C01783,P0012,M08,3,1153.03,0.0,web,livre,lille
CMD0003680,2023/10/28 13:37,C02475,P0023,M08,3,93.83,,telephone,annule,MARSEILLE
CMD0008768,2023/03/26 17:13,C00117,P0004,M01,1,769.26,10.0,web,livre,paris
CMD0004961,2023/01/31 14:12,C00577,P0038,M06,1,556.3,,boutique,annule,MARSEILLE
CMD0005029,2023-04-29,C00211,P0031,M03,1,"973,83 EUR",0.0,  boutique ,livre,NANTES
CMD0002714,2024-07-25,C00217,P0008,M02,1,971.66,0.0,boutique,retourne,TOULOUSE
CMD0001709,27 May 2023,C00805,P0003,M99,3,999.41,0.0,web,livre,strasbourg
CMD0010767,2023/04/19 08:37,C02979,P0003,M99,3,1026.42,0.0,web,livre,strasbourg
CMD0004660,20-02-2023,C02812,P0021,M99,3,917.58,5.0,boutique,livre,Strasbourg
CMD0014694,2023/04/20 17:03,C00758,P0004,M99,2,849.16,0.0,WEB,annule,Nantes
CMD0005222,12 May 2023,C01192,P0005,M04,2,"121,88 EUR",10.0,telephone,livre,BORDEAUX
CMD0016917,2023-03-10,C01985,P0034,M99,1,410.99,0.0,web,livre,MARSEILLE
CMD0005306,2023/12/06 18:42,C00502,P0023,M99,2,94.37,0.0,  boutique ,retourne,Bordeaux
CMD0007560,2024/01/11 20:44,C02113,P0031,M07,2,891.7,5.0,web,annule,Toulouse
CMD0008472,2023/04/13 20:50,C02359,P0015,M03,2,516.23,,web,livre,Bordeaux
CMD0005718,2023-08-14,C00039,P0037,M03,1,179.66,0.0,web,livre,Lille
CMD0014126,11-12-2024,C02210,P0012,M07,3,1210.36,0.0,boutique,livre,  Nantes 
CMD0009240,12 May 2023,C01307,P0005,M99,2,128.13,15.0,boutique,retourne,marseille
CMD0000410,07-10-2024,C01476,P0018,M08,3,88.11,10.0,boutique,annule,Lyon
CMD0001872,12-07-2024,C01728,P0030,M08,3,830.07,15.0,WEB,livre,PARIS
CMD0014375,09-12-2023,C02269,P0028,M06,2,"69,45 EUR",0.0,web,livre,Lille
CMD0013835,2023/09/27 17:22,C00525,P0038,M07,1,625.02,15.0,web,annule,Strasbourg
CMD0003703,2024-11-19,C00685,P0038,M06,2,535.78,15.0,web,livre,Lyon
CMD0007956,2024/05/13 09:22,C02900,P0019,M03,2,923.88,20.0,boutique,livre,STRASBOURG
CMD0009807,14 Aug 2023,C02027,P0034,M04,2,"490,17 EUR",10.0,telephone,livre,PARIS
CMD0001528,2024/06/21 16:56,C01935,P0007,M06,2,920.23,0.0,  telephone ,annule,Bordeaux
CMD0003908,30-11-2023,C02690,P0011,M07,5,428.42,10.0,web,livre,Paris
CMD0015593,14 Mar 2023,C00179,P0005,M08,2,132.17,0.0,web,retourne,  Strasbourg 
CMD0008524,03/06/2024,C01512,P0012,M02,1,1038.9,15.0,boutique,livre,strasbourg
CMD0011600,2024/04/19 14:58,C01524,P0011,M07,1,469.7,10.0,web,livre,Marseille
CMD0014484,2024-10-29,C02520,P0026,M01,3,232.27,,boutique,livre,Marseille
CMD0002554,2024-06-28,C01075,P0039,M02,1,260.12,0.0,telephone,livre,Marseille
CMD0010036,2024-11-29,C01347,P0021,M08,1,879.13,0.0,TELEPHONE,livre,  Bordeaux 
CMD0013865,2024/02/08 16:37,C00681,P0022,M02,1,"455,87 EUR",5.0,web,livre,BORDEAUX
CMD0009346,09-07-2024,C02493,P0011,M04,2,465.93,10.0,web,retourne,Toulouse
CMD0008442,2023/11/11 10:57,C02242,P0014,M07,3,944.91,0.0,boutique,annule,Paris
CMD0004036,22/01/2023,C02582,P0013,M01,3,851.35,0.0,telephone,retourne,  Toulouse 
CMD0009121,18-03-2023,C00768,P0022,M08,2,424.83,0.0,web,livre,Lyon
CMD0011508,30-11-2023,990042,P0011,M05,3,471.82,15.0,telephone,retourne,Lille
CMD0000289,2023/06/19 19:41,C01190,P0018,M04,2,98.2,0.0,boutique,livre,Marseille
CMD0006238,23-10-2024,C00439,P0020,M04,1,711.17,20.0,WEB,annule,Toulouse
CMD0017006,2024/09/05 10:59,C02225,P0015,M03,1,583.09,20.0,web,livre,Toulouse
CMD0013246,08/08/2023,C00446,P0019,M07,2,952.31,,web,livre,PARIS
CMD0007927,05/03/2023,C02382,P0015,M99,1,500.87,10.0,web,livre,bordeaux
CMD0014282,2024/03/29 17:54,C00085,P0004,M07,1,920.45,0.0,boutique,livre,Bordeaux
CMD0006579,2024/09/17 18:28,C01225,P0024,M05,2,1135.67,0.0,web,livre,LYON
CMD0010243,11 May 2023,C02751,P0035,M03,3,526.93,0.0,BOUTIQUE,annule,Strasbourg
CMD0007060,2024-09-26,C02867,P0011,M07,3,444.16,5.0,boutique,livre,STRASBOURG
CMD0011835,25-05-2024,C01429,P0039,M99,2,286.64,,web,annule,Nantes
CMD0001956,2023/07/10 20:49,C00217,P0027,M02,3,567.18,10.0,web,livre,Lille
CMD0010119,2023-01-18,C02383,P0033,M02,3,379.26,5.0,web,annule,PARIS
CMD0012346,2023-05-12,C02169,P0017,M07,2,613.37,0.0,web,annule,Marseille
CMD0011579,2024/12/14 15:38,C01153,P0036,M01,3,217.89,0.0,TELEPHONE,annule,Nantes
CMD0017159,30 Mar 2023,C02791,P0026,M99,2,265.56,15.0,telephone,livre,BORDEAUX
CMD0015941,2023-01-23,C01665,P0015,M07,1,526.67,,web,retourne,marseille
CMD0012981,23 Sep 2023,C01439,P0005,M04,1,123.34,0.0,web,livre,Lyon
CMD0010122,2023/02/14 10:30,C01472,P0012,M08,1,1161.6,5.0,telephone,livre,Nantes
CMD0009063,,C01133,P0033,M01,3,438.34,10.0,web,annule,lyon
CMD0013020,2023-04-17,C02267,P0008,M05,3,962.45,20.0,web,livre,Toulouse
CMD0011069,28 Dec 2023,C00951,P0019,M02,1,959.29,10.0,web,retourne,Lille
CMD0016584,07-08-2023,C00376,P0014,M07,3,928.49,0.0,web,livre,MARSEILLE
CMD0013210,22-09-2024,C01501,P0022,M06,3,455.08,15.0,web,livre,Bordeaux
CMD0011122,18-12-2023,C01520,P0035,M04,2,518.99,0.0,web,livre,Paris
CMD0014082,2024/06/29 10:35,C00135,P0011,M08,3,459.47,0.0,  boutique ,livre,toulouse
CMD0013626,09/06/2024,C00853,P0010,M07,2,560.75,0.0,web,livre,Lille
CMD0009766,14-04-2024,C00048,P0032,M06,3,1101.24,0.0,  boutique ,livre,Geneve
CMD0014697,15/11/2024,C02482,P0005,M04,1,135.19,5.0,web,livre,MARSEILLE
CMD0009743,12/03/2023,C02905,P0011,M02,1,489.17,20.0,boutique,livre,Strasbourg
CMD0003110,10 Nov 2023,C00821,P0003,M02,3,1016.74,0.0,  web ,retourne,Lille
CMD0007194,2024/05/08 09:46,C01639,P0026,M04,3,248.13,20.0,boutique,retourne,Strasbourg
CMD0000522,03 Jul 2023,C02626,P0011,M01,1,460.35,,boutique,annule,NANTES
CMD0006610,2024-05-17,C02204,P0013,M04,2,802.72,0.0,web,annule,Bordeaux
CMD0010798,19/06/2024,C01746,P0013,M08,3,793.36,,telephone,livre,Lille
CMD0005938,2024/03/26 18:57,C01794,P0022,M04,2,444.07,20.0,web,livre,  Nantes 
CMD0002186,19 Sep 2023,C02765,P0028,M03,3,67.4,0.0,telephone,livre,Toulouse
CMD0011486,19/12/2023,990052,P0036,M08,4,224.77,15.0,  web ,livre,Strasbourg
CMD0005911,05/04/2024,C01255,P0001,M07,3,983.59,0.0,web,livre,Lille
CMD0009772,01/01/2023,C01208,P0021,M07,1,825.94,10.0,web,livre,Lille
CMD0013346,2024/10/30 09:14,C02679,P0009,M05,3,174.56,0.0,web,retourne,STRASBOURG
